ORF,adjCMR
k141_1854769_1,2.556125822977329
k141_1582172_1,0.012327415316486411
k141_55369_1,0.0
k141_55369_2,0.0190349795328099
k141_1098_1,0.053026014412827574
k141_765148_1,0.03276907868939426
k141_438244_1,2.490400179362521
k141_220325_64,10.516459304516859
k141_766266_1,0.03608023995069193
k141_603071_1,0.014912195947362594
k141_1093834_7,0.42625076904188924
k141_494187_1,0.04541679327126572
k141_1695042_1,0.00977504298223592
k141_1040472_1,0.02596625779430116
k141_1858559_1,0.025887572164621463
k141_1259628_1,0.01284105762134001
k141_823148_1,0.6564348656029014
k141_1368553_1,0.0352211866185326
k141_496179_1,0.004997600803980978
k141_1369038_4,0.03551648620146237
k141_1751196_2,0.0443354410505213
k141_1369167_1,0.02157297680385122
k141_442988_1,0.053932442009628045
k141_224156_1,0.045657093764764484
k141_1206812_1,0.005438565580802828
k141_607812_1,0.029315194959937195
k141_1534318_1,0.0
k141_280887_4,0.039659244986015266
k141_1098950_1,0.010484657356805453
k141_1807883_2,0.010877131161605656
k141_444329_1,0.5113272972824293
k141_826571_1,0.007446089788481725
k141_990699_1,0.03674518027029603
k141_62127_1,0.023113903718412022
k141_8139_1,0.017258381443080974
k141_1809063_1,0.028176949294826083
k141_1045859_1,0.03576113405490162
k141_1863087_1,0.016272188217762062
k141_1373538_2,9.040677267644808
k141_1373538_3,10.67006281282546
k141_1537542_1,0.04525799329479277
k141_1320270_1,0.030258201231375733
k141_1865115_3,0.030818538291216026
k141_337936_1,0.025446499506508645
k141_447896_2,0.06247001004976222
k141_394204_1,0.024294906098184896
k141_1103676_1,0.02819060091754644
k141_504088_1,0.03925489793518019
k141_176421_1,0.05300003400400209
k141_1049690_2,0.022413482393611656
k141_1922158_1,0.007456097973681297
k141_230085_1,0.03998080643184782
k141_1050061_1,0.052154449415904046
k141_287947_1,0.01994140712961037
k141_230875_1,0.25347382055247336
k141_340911_1,0.03362022359041749
k141_1214316_2,0.038731406230852576
k141_560077_2,0.003934281483985025
k141_396828_1,0.027630413640400576
k141_1706842_3,0.43564566071611227
k141_1051737_1,0.0
k141_1160058_1,0.03197063318060728
k141_778859_2,0.0028892379648015024
k141_1271506_1,0.0352211866185326
k141_1379927_1,0.10736781082101067
k141_891330_1,0.03144748805226125
k141_1491114_1,0.04592566490455721
k141_400188_2,0.6580664352771423
k141_234029_1,0.05617556346753302
k141_1054612_1,0.008534364449875207
k141_72370_1,0.04930966126594564
k141_72411_1,0.1341114413551818
k141_401214_1,0.0176105933092663
k141_401214_2,0.04643145416562062
k141_1818621_2,0.015849533978339672
k141_1818806_1,0.06098136300176789
k141_620444_1,0.0
k141_294778_1,0.006724044718083496
k141_403442_1,0.06022338216540379
k141_730724_1,0.015501540218336206
k141_730840_1,0.012225535851060905
k141_237052_1,0.029938008625752712
k141_75573_4,0.331666173991182
k141_785465_1,0.022922879720739194
k141_898610_1,0.10309210154052795
k141_898630_1,0.02591112773528991
k141_842689_1,0.0176105933092663
k141_1716311_2,0.002935098884877717
k141_186820_1,0.09372213014588983
k141_517586_1,0.022413482393611656
k141_677969_2,0.015501540218336206
k141_735623_1,0.01155695185920601
k141_352838_1,0.01168979038632332
k141_352838_2,0.0
k141_1501552_1,0.0
k141_1170644_1,0.013581050772400282
k141_955607_1,0.1109467378483777
k141_1663618_1,0.039407311257620495
k141_1226409_2,0.021462910595668305
k141_1720414_1,0.011984987113250677
k141_1934819_1,0.0
k141_242116_1,1.9026392323998105
k141_738072_2,0.07889545802551302
k141_1226885_1,0.03482916998664825
k141_81117_2,0.11222935909517974
k141_1880650_1,0.04577010637309311
k141_520629_1,0.06080973327260075
k141_1828671_6,0.4996228913564198
k141_630678_2,0.08478856388412603
k141_1065452_1,0.002282854688238224
k141_192379_1,0.07593533259214984
k141_1394528_1,0.01383689474299495
k141_522704_13,8.587520585259407
k141_523209_1,0.4212809362744209
k141_245389_1,0.03758358328197076
k141_193473_1,0.05438565580802828
k141_960422_1,0.052437512913412344
k141_1938229_1,0.01155695185920601
k141_194524_1,0.07165310152707727
k141_524740_2,0.06934171115523607
k141_85544_1,0.35256407805151135
k141_31419_2,0.10865917624325652
k141_962141_5,0.1757167487101378
k141_86611_1,0.05051698544642628
k141_1398374_2,0.05735214612482982
k141_1451521_1,0.004584575944147839
k141_1398659_1,0.02017213415425049
k141_1886034_1,0.02641588996389945
k141_798268_1,0.05066061088967018
k141_419235_1,0.07074864442505245
k141_198882_1,0.01264350288870401
k141_748438_2,0.005964878378945037
k141_1564675_3,0.04365959591255604
k141_1236239_1,0.050080124723226045
k141_1455134_1,0.006663467738641302
k141_640603_1,2.8395272403660137
k141_200553_1,0.01075065289228466
k141_1237131_1,0.006488113324466532
k141_1075430_1,0.03362022359041748
k141_691071_1,0.017068728899750415
k141_253465_1,0.04894709022722545
k141_803395_1,0.04488136644351849
k141_1736182_4,0.02401444542172677
k141_644034_1,0.021969651059084692
k141_39181_1,0.09509720387003803
k141_1458569_1,0.013008830233478121
k141_694360_1,0.025726779790928165
k141_1895643_1,0.017237487518815743
k141_807434_1,0.10916446093515075
k141_1792375_1,0.0352211866185326
k141_1135655_1,1.8656222287003987
k141_1300687_1,0.015066840942372279
k141_1301456_3,0.06085686042316077
k141_1301488_3,0.18022993279166843
k141_1245000_5,0.018089142040496362
k141_101437_2,0.029161627630397962
k141_261735_2,0.09491018871985113
k141_1742743_61,10.115690934515293
k141_45986_1,0.014761820862179104
k141_1303466_1,0.03296866886967296
k141_326348_1,0.029912110694415555
k141_1688230_2,0.03800953055916643
k141_1304630_1,0.0278633359893186
k141_1903036_1,0.015198183266901054
k141_979953_2,0.5945070480931937
k141_1852619_1,0.0020776542668235524
k141_1903783_2,0.0377369856627135
k141_1799772_1,1.4874476863495736
k141_267961_1,0.032697717455314565
k141_1141867_1,0.004997600803980977
k141_1415760_1,0.09482627166528008
k141_815609_1,0.011834318703826955
k141_1362784_65,8.287262413491959
k141_435180_1,0.031881246508154513
k141_703892_5,7.895127112635539
k141_1957225_1,0.09118909960140632
k141_1143124_1,0.10071058048736665
k141_216832_1,1.970764422306709
k141_1144017_1,0.05763466901214425
k141_1090945_1,0.020099046711662627
k141_1197847_1,0.030258201231375733
k141_271876_1,0.025847806308761826
k141_1199077_1,0.22706715777258651
